#==============================================================================
# tracerinfo.dat: Created by GEOS-CHEM at 2017/08/09 11:49
#
# ****** CUSTOMIZED FOR NOx-Ox-Hydrocarbon-Aerosol SIMULATION *****
#
# This file contains name weight and index information about GEOS-CHEM
# tracers.  It is read by routine "ctm_tracerinfo.pro" of the GAMAP package.
#
# File Format:
# -----------------------------------------------------------------------------
# NAME     (A8   )  Tracer name (up to 8 chars)
#  --      (1X   )  1-character spacer
# FULLNAME (A30  )  Full tracer name (up to 30 chars)
# MOLWT    (E10.0)  Molecular weight (kg/mole)
# C        (I3   )  For HC's: # moles C/moles tracer; otherwise set=1
# TRACER   (I9   )  Tracer number (up to 9 digits)
# SCALE    (E10.3)  Standard scale factor to convert to unit given below
#  --      (1X   )  1-character spacer
# UNIT     (A40  )  Unit string
#
#==============================================================================
# GEOS-CHEM tracers [ppbv]
#==============================================================================
HNO2     HNO2 tracer                    4.700E-02  1     3066 1.000E+00 kg/s
APINE    APINE tracer                   1.200E-02 10     3067 1.000E+00 kg C/s
BPINE    BPINE tracer                   1.200E-02 10     3068 1.000E+00 kg C/s
LIMON    LIMON tracer                   1.200E-02 10     3069 1.000E+00 kg C/s
SABIN    SABIN tracer                   1.200E-02 10     3070 1.000E+00 kg C/s
MYRCN    MYRCN tracer                   1.200E-02 10     3071 1.000E+00 kg C/s
CAREN    CAREN tracer                   1.200E-02 10     3072 1.000E+00 kg C/s
OCIMN    OCIMN tracer                   1.200E-02 10     3073 1.000E+00 kg C/s
OCSCIB   OCSCIB tracer                  1.200E-02 10     3074 1.000E+00 kg C/s
OCSCIA   OCSCIA tracer                  1.200E-02 10     3075 1.000E+00 kg C/s
BPSCIB   BPSCIB tracer                  1.200E-02 10     3076 1.000E+00 kg C/s
BPSCIA   BPSCIA tracer                  1.200E-02 10     3077 1.000E+00 kg C/s
SABSCIB  SABSCIB tracer                 1.200E-02 10     3078 1.000E+00 kg C/s
SABSCIA  SABSCIA tracer                 1.200E-02 10     3079 1.000E+00 kg C/s
LIMSCIB  LIMSCIB tracer                 1.200E-02 10     3080 1.000E+00 kg C/s
LIMSCIA  LIMSCIA tracer                 1.200E-02 10     3081 1.000E+00 kg C/s
CARSCIB  CARSCIB tracer                 1.200E-02 10     3082 1.000E+00 kg C/s
CARSCIA  CARSCIA tracer                 1.200E-02 10     3083 1.000E+00 kg C/s
MYRSCIB  MYRSCIB tracer                 1.200E-02 10     3084 1.000E+00 kg C/s
MYRSCIA  MYRSCIA tracer                 1.200E-02 10     3085 1.000E+00 kg C/s
APSCIB   APSCIB tracer                  1.200E-02 10     3086 1.000E+00 kg C/s
APSCIA   APSCIA tracer                  1.200E-02 10     3087 1.000E+00 kg C/s
#==============================================================================
# GEOS-CHEM tracers [kg]
#==============================================================================
NO       NO tracer                      3.000E-02  1     4001 1.000E+00 kg
O3       O3 tracer                      4.800E-02  1     4002 1.000E+00 kg
PAN      PAN tracer                     1.210E-01  1     4003 1.000E+00 kg
CO       CO tracer                      2.800E-02  1     4004 1.000E+00 kg
ALK4     ALK4 tracer                    1.200E-02  4     4005 1.000E+00 kg C
ISOP     ISOP tracer                    1.200E-02  5     4006 1.000E+00 kg C
HNO3     HNO3 tracer                    6.300E-02  1     4007 1.000E+00 kg
H2O2     H2O2 tracer                    3.400E-02  1     4008 1.000E+00 kg
ACET     ACET tracer                    1.200E-02  3     4009 1.000E+00 kg C
MEK      MEK tracer                     1.200E-02  4     4010 1.000E+00 kg C
ALD2     ALD2 tracer                    1.200E-02  2     4011 1.000E+00 kg C
RCHO     RCHO tracer                    5.800E-02  1     4012 1.000E+00 kg
MVK      MVK tracer                     7.000E-02  1     4013 1.000E+00 kg
MACR     MACR tracer                    7.000E-02  1     4014 1.000E+00 kg
PMN      PMN tracer                     1.470E-01  1     4015 1.000E+00 kg
PPN      PPN tracer                     1.350E-01  1     4016 1.000E+00 kg
R4N2     R4N2 tracer                    1.190E-01  1     4017 1.000E+00 kg
PRPE     PRPE tracer                    1.200E-02  3     4018 1.000E+00 kg C
C3H8     C3H8 tracer                    1.200E-02  3     4019 1.000E+00 kg C
CH2O     CH2O tracer                    3.000E-02  1     4020 1.000E+00 kg
C2H6     C2H6 tracer                    1.200E-02  2     4021 1.000E+00 kg C
N2O5     N2O5 tracer                    1.050E-01  1     4022 1.000E+00 kg
HNO4     HNO4 tracer                    7.900E-02  1     4023 1.000E+00 kg
MP       MP tracer                      4.800E-02  1     4024 1.000E+00 kg
DMS      DMS tracer                     6.200E-02  1     4025 1.000E+00 kg
SO2      SO2 tracer                     6.400E-02  1     4026 1.000E+00 kg
SO4      SO4 tracer                     9.600E-02  1     4027 1.000E+00 kg
SO4s     SO4s tracer                    9.600E-02  1     4028 1.000E+00 kg
MSA      MSA tracer                     9.600E-02  1     4029 1.000E+00 kg
NH3      NH3 tracer                     1.700E-02  1     4030 1.000E+00 kg
NH4      NH4 tracer                     1.800E-02  1     4031 1.000E+00 kg
NIT      NIT tracer                     6.200E-02  1     4032 1.000E+00 kg
NITs     NITs tracer                    6.200E-02  1     4033 1.000E+00 kg
BCPI     BCPI tracer                    1.200E-02  1     4034 1.000E+00 kg
OCPI     OCPI tracer                    1.200E-02  1     4035 1.000E+00 kg
BCPO     BCPO tracer                    1.200E-02  1     4036 1.000E+00 kg
OCPO     OCPO tracer                    1.200E-02  1     4037 1.000E+00 kg
DST1     DST1 tracer                    2.900E-02  1     4038 1.000E+00 kg
DST2     DST2 tracer                    2.900E-02  1     4039 1.000E+00 kg
DST3     DST3 tracer                    2.900E-02  1     4040 1.000E+00 kg
DST4     DST4 tracer                    2.900E-02  1     4041 1.000E+00 kg
SALA     SALA tracer                    3.140E-02  1     4042 1.000E+00 kg
SALC     SALC tracer                    3.140E-02  1     4043 1.000E+00 kg
Br2      Br2 tracer                     1.600E-01  1     4044 1.000E+00 kg
Br       Br tracer                      8.000E-02  1     4045 1.000E+00 kg
BrO      BrO tracer                     9.600E-02  1     4046 1.000E+00 kg
HOBr     HOBr tracer                    9.700E-02  1     4047 1.000E+00 kg
HBr      HBr tracer                     8.100E-02  1     4048 1.000E+00 kg
BrNO2    BrNO2 tracer                   1.260E-01  1     4049 1.000E+00 kg
BrNO3    BrNO3 tracer                   1.420E-01  1     4050 1.000E+00 kg
CHBr3    CHBr3 tracer                   2.530E-01  1     4051 1.000E+00 kg
CH2Br2   CH2Br2 tracer                  1.740E-01  1     4052 1.000E+00 kg
CH3Br    CH3Br tracer                   9.500E-02  1     4053 1.000E+00 kg
MPN      MPN tracer                     9.300E-02  1     4054 1.000E+00 kg
ISOPN    ISOPN tracer                   1.470E-01  1     4055 1.000E+00 kg
MOBA     MOBA tracer                    1.140E-01  1     4056 1.000E+00 kg
PROPNN   PROPNN tracer                  1.090E-01  1     4057 1.000E+00 kg
HAC      HAC tracer                     7.400E-02  1     4058 1.000E+00 kg
GLYC     GLYC tracer                    6.000E-02  1     4059 1.000E+00 kg
MMN      MMN tracer                     1.490E-01  1     4060 1.000E+00 kg
RIP      RIP tracer                     1.180E-01  1     4061 1.000E+00 kg
IEPOX    IEPOX tracer                   1.180E-01  1     4062 1.000E+00 kg
MAP      MAP tracer                     7.600E-02  1     4063 1.000E+00 kg
NO2      NO2 tracer                     4.600E-02  1     4064 1.000E+00 kg
NO3      NO3 tracer                     6.200E-02  1     4065 1.000E+00 kg
HNO2     HNO2 tracer                    4.700E-02  1     4066 1.000E+00 kg
APINE    APINE tracer                   1.200E-02 10     4067 1.000E+00 kg C
BPINE    BPINE tracer                   1.200E-02 10     4068 1.000E+00 kg C
LIMON    LIMON tracer                   1.200E-02 10     4069 1.000E+00 kg C
SABIN    SABIN tracer                   1.200E-02 10     4070 1.000E+00 kg C
MYRCN    MYRCN tracer                   1.200E-02 10     4071 1.000E+00 kg C
CAREN    CAREN tracer                   1.200E-02 10     4072 1.000E+00 kg C
OCIMN    OCIMN tracer                   1.200E-02 10     4073 1.000E+00 kg C
OCSCIB   OCSCIB tracer                  1.200E-02 10     4074 1.000E+00 kg C
OCSCIA   OCSCIA tracer                  1.200E-02 10     4075 1.000E+00 kg C
BPSCIB   BPSCIB tracer                  1.200E-02 10     4076 1.000E+00 kg C
BPSCIA   BPSCIA tracer                  1.200E-02 10     4077 1.000E+00 kg C
SABSCIB  SABSCIB tracer                 1.200E-02 10     4078 1.000E+00 kg C
SABSCIA  SABSCIA tracer                 1.200E-02 10     4079 1.000E+00 kg C
LIMSCIB  LIMSCIB tracer                 1.200E-02 10     4080 1.000E+00 kg C
LIMSCIA  LIMSCIA tracer                 1.200E-02 10     4081 1.000E+00 kg C
CARSCIB  CARSCIB tracer                 1.200E-02 10     4082 1.000E+00 kg C
CARSCIA  CARSCIA tracer                 1.200E-02 10     4083 1.000E+00 kg C
MYRSCIB  MYRSCIB tracer                 1.200E-02 10     4084 1.000E+00 kg C
MYRSCIA  MYRSCIA tracer                 1.200E-02 10     4085 1.000E+00 kg C
APSCIB   APSCIB tracer                  1.200E-02 10     4086 1.000E+00 kg C
APSCIA   APSCIA tracer                  1.200E-02 10     4087 1.000E+00 kg C
#==============================================================================
# Quantities for Soil NOx restart file
#==============================================================================
P_DRY    P_DRY                          1.000E+00  1    60001 1.000E+00 hours
PFACTOR  PFACTOR                        1.000E+00  1    60002 1.000E+00 unitless
GWET_PRV GWET_PRV                       1.000E+00  1    60003 1.000E+00 unitless
N_RESVR  N_RESVR                        1.000E+00  1    60004 1.000E+00 ng N/m2
#==============================================================================
# ND07 diagnostic quantities
#==============================================================================
BLKC     Black (Elemental) Carbon       1.200E-02  1    33034 1.000E+00 kgC
ORGC     Organic Carbon                 1.200E-02  1    33035 1.000E+00 kgC
#==============================================================================
# ND43 diagnostic quantities
#==============================================================================
OH       Chemically produced OH         1.700E-02  1    16001 1.000E+00 molec/cm3
         Chemically produced            0.000E+00  1    16002 1.000E+00 
HO2      Chemically produced HO2        3.300E-02  1    16003 1.000E+00 v/v
         Chemically produced            0.000E+00  1    16004 1.000E+00 
         Chemically produced            0.000E+00  1    16005 1.000E+00 
LBRO2H   Chemically produced LBRO2H     1.270E-01  1    16006 1.000E+00 molec/cm3
LBRO2N   Chemically produced LBRO2N     1.270E-01  1    16007 1.000E+00 molec/cm3
LTRO2H   Chemically produced LTRO2H     1.410E-01  1    16008 1.000E+00 molec/cm3
LTRO2N   Chemically produced LTRO2N     1.410E-01  1    16009 1.000E+00 molec/cm3
LXRO2H   Chemically produced LXRO2H     1.550E-01  1    16010 1.000E+00 molec/cm3
LXRO2N   Chemically produced LXRO2N     1.550E-01  1    16011 1.000E+00 molec/cm3
#==============================================================================
# ND44 diagnostic quantities
#==============================================================================
O3df     O3 drydep flux                 4.800E-02  1    36002 1.000E+00 molec/cm2/s
PANdf    PAN drydep flux                1.210E-01  1    36003 1.000E+00 molec/cm2/s
HNO3df   HNO3 drydep flux               6.300E-02  1    36007 1.000E+00 molec/cm2/s
H2O2df   H2O2 drydep flux               3.400E-02  1    36008 1.000E+00 molec/cm2/s
ACETdf   ACET drydep flux               1.200E-02  3    36009 1.000E+00 molec/cm2/s
ALD2df   ALD2 drydep flux               1.200E-02  2    36011 1.000E+00 molec/cm2/s
MVKdf    MVK drydep flux                7.000E-02  1    36013 1.000E+00 molec/cm2/s
MACRdf   MACR drydep flux               7.000E-02  1    36014 1.000E+00 molec/cm2/s
PMNdf    PMN drydep flux                1.470E-01  1    36015 1.000E+00 molec/cm2/s
PPNdf    PPN drydep flux                1.350E-01  1    36016 1.000E+00 molec/cm2/s
R4N2df   R4N2 drydep flux               1.190E-01  1    36017 1.000E+00 molec/cm2/s
CH2Odf   CH2O drydep flux               3.000E-02  1    36020 1.000E+00 molec/cm2/s
N2O5df   N2O5 drydep flux               1.050E-01  1    36022 1.000E+00 molec/cm2/s
SO2df    SO2 drydep flux                6.400E-02  1    36026 1.000E+00 molec/cm2/s
SO4df    SO4 drydep flux                9.600E-02  1    36027 1.000E+00 molec/cm2/s
SO4Sdf   SO4S drydep flux               9.600E-02  1    36028 1.000E+00 molec/cm2/s
MSAdf    MSA drydep flux                9.600E-02  1    36029 1.000E+00 molec/cm2/s
NH3df    NH3 drydep flux                1.700E-02  1    36030 1.000E+00 molec/cm2/s
NH4df    NH4 drydep flux                1.800E-02  1    36031 1.000E+00 molec/cm2/s
NITdf    NIT drydep flux                6.200E-02  1    36032 1.000E+00 molec/cm2/s
NITSdf   NITS drydep flux               6.200E-02  1    36033 1.000E+00 molec/cm2/s
BCPIdf   BCPI drydep flux               1.200E-02  1    36034 1.000E+00 molec/cm2/s
OCPIdf   OCPI drydep flux               1.200E-02  1    36035 1.000E+00 molec/cm2/s
BCPOdf   BCPO drydep flux               1.200E-02  1    36036 1.000E+00 molec/cm2/s
OCPOdf   OCPO drydep flux               1.200E-02  1    36037 1.000E+00 molec/cm2/s
DST1df   DST1 drydep flux               2.900E-02  1    36038 1.000E+00 molec/cm2/s
DST2df   DST2 drydep flux               2.900E-02  1    36039 1.000E+00 molec/cm2/s
DST3df   DST3 drydep flux               2.900E-02  1    36040 1.000E+00 molec/cm2/s
DST4df   DST4 drydep flux               2.900E-02  1    36041 1.000E+00 molec/cm2/s
SALAdf   SALA drydep flux               3.140E-02  1    36042 1.000E+00 molec/cm2/s
SALCdf   SALC drydep flux               3.140E-02  1    36043 1.000E+00 molec/cm2/s
Br2df    Br2 drydep flux                1.600E-01  1    36044 1.000E+00 molec/cm2/s
HOBrdf   HOBr drydep flux               9.700E-02  1    36047 1.000E+00 molec/cm2/s
HBrdf    HBr drydep flux                8.100E-02  1    36048 1.000E+00 molec/cm2/s
BrNO3df  BrNO3 drydep flux              1.420E-01  1    36050 1.000E+00 molec/cm2/s
ISOPNDdf ISOPND drydep flux             1.470E-01  1    36055 1.000E+00 molec/cm2/s
ISOPNBdf ISOPNB drydep flux             1.470E-01  1    36088 1.000E+00 molec/cm2/s
PROPNNdf PROPNN drydep flux             1.090E-01  1    36057 1.000E+00 molec/cm2/s
HACdf    HAC drydep flux                7.400E-02  1    36058 1.000E+00 molec/cm2/s
GLYCdf   GLYC drydep flux               6.000E-02  1    36059 1.000E+00 molec/cm2/s
MACRNdf  MACRN drydep flux              1.490E-01  1    36060 1.000E+00 molec/cm2/s
MVKNdf   MVKN drydep flux               1.490E-01  1    36089 1.000E+00 molec/cm2/s
RIPdf    RIP drydep flux                1.180E-01  1    36061 1.000E+00 molec/cm2/s
IEPOXdf  IEPOX drydep flux              1.180E-01  1    36062 1.000E+00 molec/cm2/s
MAPdf    MAP drydep flux                7.600E-02  1    36063 1.000E+00 molec/cm2/s
NO2df    NO2 drydep flux                4.600E-02  1    36064 1.000E+00 molec/cm2/s
O3dv     O3 drydep velocity             4.800E-02  1    37002 1.000E+00 cm/s
PANdv    PAN drydep velocity            1.210E-01  1    37003 1.000E+00 cm/s
HNO3dv   HNO3 drydep velocity           6.300E-02  1    37007 1.000E+00 cm/s
H2O2dv   H2O2 drydep velocity           3.400E-02  1    37008 1.000E+00 cm/s
ACETdv   ACET drydep velocity           1.200E-02  3    37009 1.000E+00 cm/s
ALD2dv   ALD2 drydep velocity           1.200E-02  2    37011 1.000E+00 cm/s
MVKdv    MVK drydep velocity            7.000E-02  1    37013 1.000E+00 cm/s
MACRdv   MACR drydep velocity           7.000E-02  1    37014 1.000E+00 cm/s
PMNdv    PMN drydep velocity            1.470E-01  1    37015 1.000E+00 cm/s
PPNdv    PPN drydep velocity            1.350E-01  1    37016 1.000E+00 cm/s
R4N2dv   R4N2 drydep velocity           1.190E-01  1    37017 1.000E+00 cm/s
CH2Odv   CH2O drydep velocity           3.000E-02  1    37020 1.000E+00 cm/s
N2O5dv   N2O5 drydep velocity           1.050E-01  1    37022 1.000E+00 cm/s
SO2dv    SO2 drydep velocity            6.400E-02  1    37026 1.000E+00 cm/s
SO4dv    SO4 drydep velocity            9.600E-02  1    37027 1.000E+00 cm/s
SO4Sdv   SO4S drydep velocity           9.600E-02  1    37028 1.000E+00 cm/s
MSAdv    MSA drydep velocity            9.600E-02  1    37029 1.000E+00 cm/s
NH3dv    NH3 drydep velocity            1.700E-02  1    37030 1.000E+00 cm/s
NH4dv    NH4 drydep velocity            1.800E-02  1    37031 1.000E+00 cm/s
NITdv    NIT drydep velocity            6.200E-02  1    37032 1.000E+00 cm/s
NITSdv   NITS drydep velocity           6.200E-02  1    37033 1.000E+00 cm/s
BCPIdv   BCPI drydep velocity           1.200E-02  1    37034 1.000E+00 cm/s
OCPIdv   OCPI drydep velocity           1.200E-02  1    37035 1.000E+00 cm/s
BCPOdv   BCPO drydep velocity           1.200E-02  1    37036 1.000E+00 cm/s
OCPOdv   OCPO drydep velocity           1.200E-02  1    37037 1.000E+00 cm/s
DST1dv   DST1 drydep velocity           2.900E-02  1    37038 1.000E+00 cm/s
DST2dv   DST2 drydep velocity           2.900E-02  1    37039 1.000E+00 cm/s
DST3dv   DST3 drydep velocity           2.900E-02  1    37040 1.000E+00 cm/s
DST4dv   DST4 drydep velocity           2.900E-02  1    37041 1.000E+00 cm/s
SALAdv   SALA drydep velocity           3.140E-02  1    37042 1.000E+00 cm/s
SALCdv   SALC drydep velocity           3.140E-02  1    37043 1.000E+00 cm/s
Br2dv    Br2 drydep velocity            1.600E-01  1    37044 1.000E+00 cm/s
HOBrdv   HOBr drydep velocity           9.700E-02  1    37047 1.000E+00 cm/s
HBrdv    HBr drydep velocity            8.100E-02  1    37048 1.000E+00 cm/s
BrNO3dv  BrNO3 drydep velocity          1.420E-01  1    37050 1.000E+00 cm/s
ISOPNDdv ISOPND drydep velocity         1.470E-01  1    37055 1.000E+00 cm/s
ISOPNBdv ISOPNB drydep velocity         1.470E-01  1    37088 1.000E+00 cm/s
PROPNNdv PROPNN drydep velocity         1.090E-01  1    37057 1.000E+00 cm/s
HACdv    HAC drydep velocity            7.400E-02  1    37058 1.000E+00 cm/s
GLYCdv   GLYC drydep velocity           6.000E-02  1    37059 1.000E+00 cm/s
MACRNdv  MACRN drydep velocity          1.490E-01  1    37060 1.000E+00 cm/s
MVKNdv   MVKN drydep velocity           1.490E-01  1    37089 1.000E+00 cm/s
RIPdv    RIP drydep velocity            1.180E-01  1    37061 1.000E+00 cm/s
IEPOXdv  IEPOX drydep velocity          1.180E-01  1    37062 1.000E+00 cm/s
MAPdv    MAP drydep velocity            7.600E-02  1    37063 1.000E+00 cm/s
NO2dv    NO2 drydep velocity            4.600E-02  1    37064 1.000E+00 cm/s
#==============================================================================
# ND46 diagnostic quantities
#==============================================================================
ISOP     ISOP emissions                 1.200E-02  5    21001 1.000E+00 atoms C/cm2/s
ACET     ACET emissions                 1.200E-02  3    21002 1.000E+00 atoms C/cm2/s
PRPE     PRPE emissions                 1.200E-02  3    21003 1.000E+00 atoms C/cm2/s
MONOT    MONOT emissions                1.200E-02 10    21004 1.000E+00 atoms C/cm2/s
MBO      MBO emissions                  1.200E-02  5    21005 1.000E+00 atoms C/cm2/s
C2H4     C2H4 emissions                 1.200E-02  2    21006 1.000E+00 atoms C/cm2/s
APINE    APINE emissions                1.200E-02 10    21007 1.000E+00 atoms C/cm2/s
BPINE    BPINE emissions                1.200E-02 10    21008 1.000E+00 atoms C/cm2/s
LIMON    LIMON emissions                1.200E-02 10    21009 1.000E+00 atoms C/cm2/s
SABIN    SABIN emissions                1.200E-02 10    21010 1.000E+00 atoms C/cm2/s
MYRCN    MYRCN emissions                1.200E-02 10    21011 1.000E+00 atoms C/cm2/s
CAREN    CAREN emissions                1.200E-02 10    21012 1.000E+00 atoms C/cm2/s
OCIMN    OCIMN emissions                1.200E-02 10    21013 1.000E+00 atoms C/cm2/s
FARN     FARN emissions                 1.200E-02 15    21014 1.000E+00 atoms C/cm2/s
BCAR     BCAR emissions                 1.200E-02 15    21015 1.000E+00 atoms C/cm2/s
OSQT     OSQT emissions                 1.200E-02 15    21016 1.000E+00 atoms C/cm2/s
OMTP     OMTP emissions                 1.200E-02 10    21017 1.000E+00 atoms C/cm2/s
CHBr3    Ocean bromoform emissions      2.530E-01  0    21018 1.000E+00 kg/m2/s
CH2Br2   Ocean dibromomethane emissions 1.740E-01  0    21019 1.000E+00 kg/m2/s
SSBr2    sea-salt Br2 emissions         1.600E-01  0    21020 1.000E+00 kg/m2/s
#==============================================================================
# ND54 diagnostic quantities
#==============================================================================
TIMETROP Time in the troposphere        0.000E+00  1    46001 1.000E+00 unitless
#==============================================================================
# ND55 diagnostic quantities
#==============================================================================
TP-LEVEL Tropopause level               0.000E+00  1    26001 1.000E+00 level
TP-HGHT  Tropopause height              0.000E+00  1    26002 1.000E+00 km
TP-PRESS Tropopause pressure            0.000E+00  1    26003 1.000E+00 hPa
#==============================================================================
# ND65 diagnostic quantities
#==============================================================================
PLISOPOH PLISOPOH P/L family            0.000E+00  1    17001 1.000E+00 molec/cm3/s
PLISOPO3 PLISOPO3 P/L family            0.000E+00  1    17002 1.000E+00 molec/cm3/s
PLISOPNO PLISOPNO3 P/L family           0.000E+00  1    17003 1.000E+00 molec/cm3/s
PSO2CR   PSO2CR P/L family              0.000E+00  1    17004 1.000E+00 molec/cm3/s
PSO2OH   PSO2OH P/L family              0.000E+00  1    17005 1.000E+00 molec/cm3/s
LISOP    LISOP P/L family               1.200E-02  1    17006 1.000E+00 molec/cm3/s
LAPINE   LAPINE P/L family              1.200E-02  1    17007 1.000E+00 molec/cm3/s
LBPINE   LBPINE P/L family              1.200E-02  1    17008 1.000E+00 molec/cm3/s
LLIMON   LLIMON P/L family              1.200E-02  1    17009 1.000E+00 molec/cm3/s
LSABIN   LSABIN P/L family              1.200E-02  1    17010 1.000E+00 molec/cm3/s
LMYRCN   LMYRCN P/L family              1.200E-02  1    17011 1.000E+00 molec/cm3/s
LCAREN   LCAREN P/L family              1.200E-02  1    17012 1.000E+00 molec/cm3/s
LOCIMN   LOCIMN P/L family              1.200E-02  1    17013 1.000E+00 molec/cm3/s
PPOHISOP PPOHISOP P/L family            0.000E+00  1    17014 1.000E+00 molec/cm3/s
PPOHMACR PPOHMACR P/L family            0.000E+00  1    17015 1.000E+00 molec/cm3/s
PPOHMVK  PPOHMVK P/L family             0.000E+00  1    17016 1.000E+00 molec/cm3/s
PISO2CR  PISO2CR P/L family             0.000E+00  1    17017 1.000E+00 molec/cm3/s
PASO2CR  PASO2CR P/L family             0.000E+00  1    17018 1.000E+00 molec/cm3/s
PBSO2CR  PBSO2CR P/L family             0.000E+00  1    17019 1.000E+00 molec/cm3/s
PLSO2CR  PLSO2CR P/L family             0.000E+00  1    17020 1.000E+00 molec/cm3/s
PSSO2CR  PSSO2CR P/L family             0.000E+00  1    17021 1.000E+00 molec/cm3/s
PMSO2CR  PMSO2CR P/L family             0.000E+00  1    17022 1.000E+00 molec/cm3/s
PCSO2CR  PCSO2CR P/L family             0.000E+00  1    17023 1.000E+00 molec/cm3/s
POSO2CR  POSO2CR P/L family             0.000E+00  1    17024 1.000E+00 molec/cm3/s
PAPAH2O  PAPAH2O P/L family             0.000E+00  1    17025 1.000E+00 molec/cm3/s
PAPASO2  PAPASO2 P/L family             0.000E+00  1    17026 1.000E+00 molec/cm3/s
PAPBH2O  PAPBH2O P/L family             0.000E+00  1    17027 1.000E+00 molec/cm3/s
PAPBSO2  PAPBSO2 P/L family             0.000E+00  1    17028 1.000E+00 molec/cm3/s
PAPNO3   PAPNO3 P/L family              0.000E+00  1    17029 1.000E+00 molec/cm3/s
PAPO3_A  PAPO3_A P/L family             0.000E+00  1    17030 1.000E+00 molec/cm3/s
PAPO3_B  PAPO3_B P/L family             0.000E+00  1    17031 1.000E+00 molec/cm3/s
PAPO3_O  PAPO3_O P/L family             0.000E+00  1    17032 1.000E+00 molec/cm3/s
PAPOH    PAPOH P/L family               0.000E+00  1    17033 1.000E+00 molec/cm3/s
PAPSO2   PAPSO2 P/L family              0.000E+00  1    17034 1.000E+00 molec/cm3/s
PBPAH2O  PBPAH2O P/L family             0.000E+00  1    17035 1.000E+00 molec/cm3/s
PBPASO2  PBPASO2 P/L family             0.000E+00  1    17036 1.000E+00 molec/cm3/s
PBPBH2O  PBPBH2O P/L family             0.000E+00  1    17037 1.000E+00 molec/cm3/s
PBPBSO2  PBPBSO2 P/L family             0.000E+00  1    17038 1.000E+00 molec/cm3/s
PBPNO3   PBPNO3 P/L family              0.000E+00  1    17039 1.000E+00 molec/cm3/s
PBPO3_A  PBPO3_A P/L family             0.000E+00  1    17040 1.000E+00 molec/cm3/s
PBPO3_B  PBPO3_B P/L family             0.000E+00  1    17041 1.000E+00 molec/cm3/s
PBPO3_O  PBPO3_O P/L family             0.000E+00  1    17042 1.000E+00 molec/cm3/s
PBPOH    PBPOH P/L family               0.000E+00  1    17043 1.000E+00 molec/cm3/s
PBPSO2   PBPSO2 P/L family              0.000E+00  1    17044 1.000E+00 molec/cm3/s
PCARAH2O PCARAH2O P/L family            0.000E+00  1    17045 1.000E+00 molec/cm3/s
PCARASO2 PCARASO2 P/L family            0.000E+00  1    17046 1.000E+00 molec/cm3/s
PCARBH2O PCARBH2O P/L family            0.000E+00  1    17047 1.000E+00 molec/cm3/s
PCARBSO2 PCARBSO2 P/L family            0.000E+00  1    17048 1.000E+00 molec/cm3/s
PCARNO3  PCARNO3 P/L family             0.000E+00  1    17049 1.000E+00 molec/cm3/s
PCARO3_A PCARO3_A P/L family            0.000E+00  1    17050 1.000E+00 molec/cm3/s
PCARO3_B PCARO3_B P/L family            0.000E+00  1    17051 1.000E+00 molec/cm3/s
PCARO3_O PCARO3_O P/L family            0.000E+00  1    17052 1.000E+00 molec/cm3/s
PCAROH   PCAROH P/L family              0.000E+00  1    17053 1.000E+00 molec/cm3/s
PCARSO2  PCARSO2 P/L family             0.000E+00  1    17054 1.000E+00 molec/cm3/s
PLIMAH2O PLIMAH2O P/L family            0.000E+00  1    17055 1.000E+00 molec/cm3/s
PLIMASO2 PLIMASO2 P/L family            0.000E+00  1    17056 1.000E+00 molec/cm3/s
PLIMBH2O PLIMBH2O P/L family            0.000E+00  1    17057 1.000E+00 molec/cm3/s
PLIMBSO2 PLIMBSO2 P/L family            0.000E+00  1    17058 1.000E+00 molec/cm3/s
PLIMNO3  PLIMNO3 P/L family             0.000E+00  1    17059 1.000E+00 molec/cm3/s
PLIMO3_A PLIMO3_A P/L family            0.000E+00  1    17060 1.000E+00 molec/cm3/s
PLIMO3_B PLIMO3_B P/L family            0.000E+00  1    17061 1.000E+00 molec/cm3/s
PLIMO3_O PLIMO3_O P/L family            0.000E+00  1    17062 1.000E+00 molec/cm3/s
PLIMOH   PLIMOH P/L family              0.000E+00  1    17063 1.000E+00 molec/cm3/s
PLIMSO2  PLIMSO2 P/L family             0.000E+00  1    17064 1.000E+00 molec/cm3/s
PMYRAH2O PMYRAH2O P/L family            0.000E+00  1    17065 1.000E+00 molec/cm3/s
PMYRASO2 PMYRASO2 P/L family            0.000E+00  1    17066 1.000E+00 molec/cm3/s
PMYRBH2O PMYRBH2O P/L family            0.000E+00  1    17067 1.000E+00 molec/cm3/s
PMYRBSO2 PMYRBSO2 P/L family            0.000E+00  1    17068 1.000E+00 molec/cm3/s
PMYRNO3  PMYRNO3 P/L family             0.000E+00  1    17069 1.000E+00 molec/cm3/s
PMYRO3_A PMYRO3_A P/L family            0.000E+00  1    17070 1.000E+00 molec/cm3/s
PMYRO3_B PMYRO3_B P/L family            0.000E+00  1    17071 1.000E+00 molec/cm3/s
PMYRO3_O PMYRO3_O P/L family            0.000E+00  1    17072 1.000E+00 molec/cm3/s
PMYROH   PMYROH P/L family              0.000E+00  1    17073 1.000E+00 molec/cm3/s
PMYRSO2  PMYRSO2 P/L family             0.000E+00  1    17074 1.000E+00 molec/cm3/s
POCAH2O  POCAH2O P/L family             0.000E+00  1    17075 1.000E+00 molec/cm3/s
